MUN,ZONA,SECAO,LOCAL,URNA,SERIEFC,DHCARGA,CODCARGA,DHABERTURA,DHENCERRAMENTO,ELAPTOS,ELCOMPARECIMENTO,BOULOS,MARCAL,NUNES,TABATA

71072,1,10,1015,2031812,26FF0884,20240926T113100,674878741293708885968473,20241006T080001,20241006T171438,331,219,91,34,53,29
71072,1,11,1015,2030597,26FF0884,20240926T113500,644575821290954579611344,20241006T080001,20241006T171430,327,213,100,44,44,15
71072,1,115,1554,1843783,B27D77E3,20240924T172200,270838982751765570861256,20241006T080026,20241006T170409,287,158,67,25,34,17
71072,1,12,1015,2009835,26FF0884,20240926T113900,038414323629623807943811,20241006T080001,20241006T171411,332,219,92,36,51,26
71072,1,127,1554,1785484,B27D77E3,20240924T192400,159626155839000312752230,20241006T080001,20241006T170425,279,169,70,35,39,13
71072,1,133,1090,2305678,82FB2F5F,20240925T172600,735484364818591604394133,20241006T080001,20241006T170243,389,239,111,44,42,19
71072,1,134,1090,2303258,82FB2F5F,20240925T173300,755686498220490756143328,20241006T080001,20241006T170147,384,252,115,47,46,27
71072,1,135,1090,2313490,82FB2F5F,20240925T173700,775888628122791497986568,20241006T080001,20241006T170245,383,242,97,48,50,21
71072,1,136,1090,2284850,82FB2F5F,20240925T174100,927303885937612255548584,20241006T080001,20241006T170208,389,252,114,45,49,23
71072,1,138,1090,2298233,82FB2F5F,20240925T174900,270838450472520455829957,20241006T080027,20241006T170425,389,256,117,41,48,22
71072,1,14,1015,2031483,26FF0884,20240926T125800,907101419316712302963094,20241006T080001,20241006T171400,331,198,89,39,39,20
71072,1,141,1520,2305368,A600A0C1,20240926T152900,785989262173726616782999,20241006T080001,20241006T171053,363,252,107,39,62,26
71072,1,142,1520,2312964,A600A0C1,20240926T153800,068717653901023063161408,20241006T080001,20241006T171003,364,251,104,47,54,32
71072,1,145,1520,2307741,A600A0C1,20240926T155000,493060415344075573041045,20241006T080210,20241006T170938,355,249,112,40,50,25
71072,1,146,1520,2298095,A600A0C1,20240926T155500,291040327624225916693714,20241006T080001,20241006T170854,364,238,110,38,53,18
71072,1,147,1520,2284412,A600A0C1,20240926T160000,280939424123529148813485,20241006T080001,20241006T171001,365,240,98,37,59,33
71072,1,148,1520,2313141,A600A0C1,20240926T160400,604171859755124414259722,20241006T080001,20241006T170858,360,238,105,41,54,23
71072,1,151,1520,2304659,A600A0C1,20240926T161800,321343878527214176499539,20241006T080001,20241006T171053,358,242,99,39,60,29
71072,1,152,1520,2298142,A600A0C1,20240926T162300,806191465275437814341029,20241006T080001,20241006T170500,355,257,115,41,47,36
71072,1,155,1104,2271498,C5CF83D2,20240927T110700,392050385619669706726629,20241006T080001,20241006T171119,343,219,96,34,56,18
71072,1,156,1104,2266052,C5CF83D2,20240927T111100,917202011671852954526739,20241006T080001,20241006T171123,340,231,102,29,58,27
71072,1,158,1104,2304974,C5CF83D2,20240927T111800,998010315079424514149122,20241006T080001,20241006T170959,342,223,105,36,46,19
71072,1,16,1015,2030540,26FF0884,20240926T130500,321343056258586042446822,20241006T080001,20241006T171600,331,228,94,40,44,32
71072,1,161,1104,2258847,C5CF83D2,20240927T113100,654676278745773423220694,20241006T080001,20241006T171231,344,228,106,40,44,30
71072,1,164,1104,2298482,C5CF83D2,20240927T114100,331444287013542227591387,20241006T080001,20241006T171047,343,225,95,44,43,24
71072,1,166,1104,2253186,C5CF83D2,20240927T114800,654676822845351065575598,20241006T080057,20241006T171104,344,217,106,20,35,28
71072,1,168,1104,2267708,C5CF83D2,20240927T115400,088919479088593294499511,20241006T080001,20241006T171001,343,221,108,40,37,28
71072,1,170,1104,2298312,C5CF83D2,20240927T120000,149525726794035635242611,20241006T080001,20241006T170948,342,202,88,26,44,33
71072,1,174,1104,2298471,C5CF83D2,20240927T122600,291040314609788068164114,20241006T080001,20241006T170844,343,241,100,43,61,27
71072,1,176,1104,2278448,C5CF83D2,20240927T123300,735484979853109345556200,20241006T080001,20241006T170944,345,233,101,25,56,33
71072,1,177,1104,2276141,C5CF83D2,20240927T123600,078818423087658860432798,20241006T080001,20241006T170820,344,238,109,38,45,22
71072,1,178,1104,2268860,C5CF83D2,20240927T124000,907101368270152609383496,20241006T080001,20241006T170544,344,231,99,35,60,22
71072,1,179,1104,2303265,C5CF83D2,20240927T124400,139424700493666252293175,20241006T080001,20241006T170911,344,208,87,36,45,25
71072,1,180,1104,2298139,C5CF83D2,20240927T124700,563767218036304037908508,20241006T080158,20241006T170919,343,221,112,31,42,20
71072,1,19,1015,2031833,26FF0884,20240926T132300,169727229242466371335263,20241006T080001,20241006T171356,330,222,95,43,41,25
71072,1,211,1120,2032545,AE759C3E,20240927T141500,977808339061529562938490,20241006T080001,20241006T170557,377,251,136,34,47,16
71072,1,212,1120,2030248,AE759C3E,20240927T141900,866797336750698981657730,20241006T080001,20241006T170527,368,256,134,55,33,17
71072,1,213,1120,2009683,AE759C3E,20240927T142400,493060070513067183162581,20241006T080119,20241006T170514,370,246,126,38,42,24
71072,1,214,1120,2031657,AE759C3E,20240927T142800,846595530448697590596219,20241006T080001,20241006T170449,370,255,134,39,39,23
71072,1,215,1120,2030527,AE759C3E,20240927T143200,088919887972609803395526,20241006T080001,20241006T170535,370,248,130,42,40,21
71072,1,217,1120,2031677,AE759C3E,20240927T144000,836494852547303486091209,20241006T080001,20241006T170500,369,259,135,43,36,27
71072,1,219,1120,2031421,AE759C3E,20240927T145600,462757706510444252284940,20241006T080001,20241006T170446,373,254,127,47,43,24
71072,1,220,1120,2010089,AE759C3E,20240927T150000,149525461278368216256957,20241006T080001,20241006T170420,374,243,115,40,38,21
71072,1,221,1120,2029354,AE759C3E,20240927T150400,977808403061473557127852,20241006T080001,20241006T170537,371,234,110,47,47,16
71072,1,222,1120,2009900,AE759C3E,20240927T150800,745585283638522300527659,20241006T080001,20241006T170535,373,245,123,40,45,23
71072,1,223,1120,2031679,AE759C3E,20240927T151200,280939938892737246748263,20241006T080001,20241006T170242,371,245,107,41,55,31
71072,1,224,1120,2032660,AE759C3E,20240927T151800,058616818269923183290832,20241006T080001,20241006T170216,374,241,109,39,43,31
71072,1,225,1120,2009787,AE759C3E,20240927T152500,846595718348597141002146,20241006T080001,20241006T170331,375,250,129,39,41,27
71072,1,227,1139,2030543,F5B59FC7,20240926T163600,977808065420903978771124,20241006T080001,20241006T171156,380,235,114,42,44,19
71072,1,228,1139,2009824,F5B59FC7,20240926T164200,583969787181322786559199,20241006T080001,20241006T170048,408,253,131,33,48,19
71072,1,229,1139,2029820,F5B59FC7,20240926T164600,321343633155344494908372,20241006T080001,20241006T171008,371,235,117,36,47,12
71072,1,23,1015,2032710,26FF0884,20240926T134000,472858947673744548801521,20241006T080212,20241006T171318,331,229,94,39,56,29
71072,1,231,1139,2030148,F5B59FC7,20240926T170300,452656951968010221207851,20241006T080001,20241006T170702,378,240,112,43,42,22
71072,1,232,1139,2032598,F5B59FC7,20240926T170900,573868183280550103272799,20241006T080001,20241006T170931,376,243,122,34,44,20
71072,1,233,1139,2029696,F5B59FC7,20240926T171500,876898590310666464400092,20241006T080001,20241006T170618,374,233,106,51,41,19
71072,1,235,1139,2012147,F5B59FC7,20240926T172900,563767501779722848183339,20241006T080001,20241006T170932,372,237,130,36,34,23
71072,1,236,1139,2009839,F5B59FC7,20240926T174100,008111056923788519877098,20241006T080001,20241006T170832,373,232,118,36,37,17
71072,1,237,1139,2031821,F5B59FC7,20240926T174600,917202073814045620349869,20241006T080307,20241006T170714,380,279,134,45,56,25
71072,1,238,1139,2031893,F5B59FC7,20240926T180000,341545617657806953256009,20241006T080001,20241006T170420,374,256,124,48,42,20
71072,1,239,1139,2030158,F5B59FC7,20240926T182300,311242691654161099532711,20241006T080001,20241006T170941,368,238,123,45,38,14
71072,1,240,1139,2032704,F5B59FC7,20240926T182800,684979142291885143702172,20241006T080001,20241006T170639,378,249,131,48,31,19
71072,1,241,1139,2027601,F5B59FC7,20240926T183700,058616625928278538941414,20241006T080001,20241006T170656,380,240,118,42,42,24
71072,1,242,1139,2028967,F5B59FC7,20240926T191600,866797549009946756575858,20241006T080205,20241006T170501,384,236,126,44,30,15
71072,1,243,1139,2031835,F5B59FC7,20240926T192000,826393617605572586258518,20241006T080001,20241006T170757,374,248,133,39,31,20
71072,1,245,1139,2031858,F5B59FC7,20240926T192800,412252428464727264494698,20241006T080001,20241006T170503,377,255,108,47,46,33
71072,1,247,1139,2032652,F5B59FC7,20240926T193500,583969814281774913715628,20241006T080001,20241006T170639,375,244,123,44,38,17
71072,1,248,1139,2032592,F5B59FC7,20240926T193900,563767907779035480874990,20241006T080001,20241006T170923,381,227,101,46,42,22
71072,1,249,1139,2032650,F5B59FC7,20240926T194500,189929638441466743856341,20241006T080001,20241006T170705,380,260,131,40,47,25
71072,1,250,1139,2031709,F5B59FC7,20240926T195200,836494367306999240693916,20241006T080001,20241006T171415,375,251,120,47,41,24
71072,1,251,1139,2030414,F5B59FC7,20240926T195500,634474278986005402403904,20241006T080001,20241006T171021,378,244,122,42,42,25
71072,1,252,1147,2032581,F5B59FC7,20240927T113000,735484487496782688469378,20241006T080001,20241006T170735,337,228,115,31,39,30
71072,1,253,1147,2030521,F5B59FC7,20240927T113300,452656316268710042625190,20241006T080001,20241006T170603,327,229,114,40,33,23
71072,1,255,1147,2032018,F5B59FC7,20240927T114000,836494913506972398756781,20241006T080331,20241006T171239,329,230,108,42,37,28
71072,1,257,1147,2032100,F5B59FC7,20240927T115100,119222418734418441329599,20241006T080001,20241006T170624,329,218,102,33,35,34
71072,1,258,1147,2031848,F5B59FC7,20240927T115600,250636665748900008619729,20241006T080001,20241006T170758,327,218,91,35,45,24
71072,1,259,1147,2031283,F5B59FC7,20240927T115900,785989306701646303419689,20241006T080317,20241006T170757,329,225,109,31,46,18
71072,1,27,1015,2031840,26FF0884,20240926T140500,129323037238491535638691,20241006T080001,20241006T171541,331,215,89,42,46,28
71072,1,28,1023,2029586,A0290DE6,20240924T141800,917202938913403938685671,20241006T080001,20241006T170950,434,258,106,55,66,22
71072,1,30,1023,2031809,A0290DE6,20240924T142600,341545553156787735001015,20241006T080001,20241006T170801,359,235,99,40,43,34
71072,1,32,1023,2031824,A0290DE6,20240924T143600,260737690048796107735057,20241006T080001,20241006T170742,353,242,111,33,41,37
71072,1,33,1023,2021501,A0290DE6,20240924T144000,280939822150485647273868,20241006T080001,20241006T170756,347,228,98,44,47,25
71072,1,330,1210,1805765,5F47F44F,20240925T091700,472858951784461662833486,20241006T080001,20241006T170142,358,218,89,35,57,16
71072,1,332,1210,1821730,5F47F44F,20240925T094100,311242010968154323968939,20241006T080001,20241006T170403,330,183,85,21,45,16
71072,1,333,1210,1758102,5F47F44F,20240925T094900,796090608916198739919874,20241006T080001,20241006T170835,327,204,91,32,46,12
71072,1,334,1210,1824969,5F47F44F,20240925T100200,381949307175010295375454,20241006T080001,20241006T170559,328,189,80,43,33,18
71072,1,336,1210,1777003,5F47F44F,20240925T103000,129323263749882368514989,20241006T080001,20241006T170425,330,206,98,34,38,16
71072,1,339,1210,1782897,5F47F44F,20240925T113000,280939751065151981521492,20241006T080350,20241006T170759,324,201,91,33,38,16
71072,1,34,1023,2030508,A0290DE6,20240924T144400,614272261983096308947573,20241006T080001,20241006T170857,347,223,95,31,41,35
71072,1,342,1210,1847073,5F47F44F,20240925T115900,998010767536673307251754,20241006T080001,20241006T170954,325,199,91,39,36,18
71072,1,349,1228,1785880,5F47F44F,20240925T165800,139424674850299830695076,20241006T080001,20241006T170613,263,160,72,31,32,10
71072,1,35,1023,2031844,A0290DE6,20240924T144600,674878436389294124906108,20241006T080001,20241006T170804,345,217,87,42,49,24
71072,1,350,1228,1760555,5F47F44F,20240925T170600,250636878462937632923124,20241006T080001,20241006T170424,262,155,64,30,36,8
71072,1,354,1228,1785974,5F47F44F,20240925T180100,139424198050576947827758,20241006T080001,20241006T170541,261,158,67,29,36,11
71072,1,356,1120,2031603,AE759C3E,20240927T153500,553666838419393090514703,20241006T080001,20241006T170219,372,248,118,41,41,28
71072,1,36,1023,2010210,A0290DE6,20240924T145100,503161370472864313751132,20241006T080001,20241006T170801,350,242,103,42,48,33
71072,1,369,1120,2031823,AE759C3E,20240927T153900,068717747170181486080904,20241006T080001,20241006T170255,368,266,128,48,44,23
71072,1,37,1023,2010251,A0290DE6,20240924T145500,563767546378200097438456,20241006T080001,20241006T170729,347,230,95,46,39,29
71072,1,372,1120,2031805,AE759C3E,20240927T154200,927303905356648443143982,20241006T080001,20241006T170613,374,264,124,43,55,23
71072,1,373,1120,2031537,AE759C3E,20240927T154600,987909078962986553399973,20241006T080001,20241006T170302,371,257,141,40,36,17
71072,1,374,1228,1840619,5F47F44F,20240925T183100,179828376054887983872303,20241006T080001,20241006T170420,264,173,79,33,33,12
71072,1,38,1023,2031801,A0290DE6,20240924T145900,957606042017874514974906,20241006T080001,20241006T170819,351,216,92,34,53,24
71072,1,383,1147,2032680,F5B59FC7,20240927T120900,402151563963924790040063,20241006T080337,20241006T170803,320,215,103,44,38,15
71072,1,385,1228,1755146,5F47F44F,20240925T183900,099020477246366249923711,20241006T080001,20241006T170447,257,158,65,27,37,12
71072,1,388,1147,2031342,F5B59FC7,20240927T121500,280939997151615069393109,20241006T080403,20241006T171118,329,237,114,44,41,23
71072,1,390,1090,2305054,82FB2F5F,20240925T175600,392050291484522611517959,20241006T080001,20241006T170052,384,267,129,36,53,23
71072,1,393,1066,2030555,C8342E97,20240925T171900,442555673091420219633775,20241006T080001,20241006T170349,357,268,117,58,49,21
71072,1,394,1058,1759074,0CB89ADC,20240925T123300,998010330674186612440821,20241006T080001,20241006T170448,375,250,112,45,46,18
71072,1,396,1210,1839849,5F47F44F,20240925T132800,230434798360790183532143,20241006T080001,20241006T170909,321,205,91,37,44,11
71072,1,40,1023,2010296,A0290DE6,20240924T163800,937404218915820176243399,20241006T080244,20241006T170947,349,227,102,31,45,27
71072,1,400,1511,2303228,A600A0C1,20240926T134300,381949741233865801469122,20241006T080001,20241006T171031,344,261,113,39,56,31
71072,1,406,1040,2299253,82FB2F5F,20240925T161900,987909000643853789186951,20241006T080001,20241006T170605,367,278,113,56,55,31
71072,1,407,1058,1843236,0CB89ADC,20240925T130000,987909113573807251090576,20241006T080001,20241006T170217,383,277,122,53,59,22
71072,1,408,1147,2032709,F5B59FC7,20240927T121900,745585987397359967320318,20241006T080001,20241006T171018,322,233,118,35,42,26
71072,1,41,1023,2028322,A0290DE6,20240924T164500,937404326615702267233355,20241006T080001,20241006T170853,345,222,95,41,44,28
71072,1,410,1066,2031435,C8342E97,20240925T172400,715282143718438417821538,20241006T080001,20241006T171035,373,270,110,58,53,29
71072,1,412,1511,2302169,A600A0C1,20240926T141300,220333873317549411552270,20241006T080001,20241006T170955,343,258,117,42,48,38
71072,1,413,1090,2305371,82FB2F5F,20240925T180000,543565304599914373760660,20241006T080001,20241006T170253,387,249,109,48,49,19
71072,1,415,1210,1839225,5F47F44F,20240925T133600,493060470986007968982932,20241006T080001,20241006T170743,326,229,99,49,45,21
71072,1,416,1414,2276137,17177152,20240927T110600,907101995691107009362969,20241006T080001,20241006T170654,249,150,61,34,27,16
71072,1,417,1511,2282396,A600A0C1,20240926T141600,220333423417754275475117,20241006T080001,20241006T171058,346,231,106,40,39,30
71072,1,419,1511,2305199,A600A0C1,20240926T142100,796090215074068985616191,20241006T080001,20241006T171035,342,246,111,34,55,30
71072,1,420,1414,2266333,17177152,20240927T111100,028313523503968791312035,20241006T080001,20241006T170845,225,134,63,24,22,15
71072,1,421,1066,2029516,C8342E97,20240925T173500,715282329218598930008837,20241006T080001,20241006T170423,369,262,110,49,60,21
71072,1,423,1511,2311850,A600A0C1,20240926T142500,967707796691513741202038,20241006T080001,20241006T171232,344,269,119,45,50,42
71072,1,426,1147,2032155,F5B59FC7,20240927T122400,796090955502144317548096,20241006T080001,20241006T171139,326,238,124,39,38,25
71072,1,428,1511,2304834,A600A0C1,20240926T142900,604171986055437842615509,20241006T080001,20241006T171133,344,259,125,40,47,28
71072,1,429,1066,2032630,C8342E97,20240925T174000,432454928790055804184096,20241006T080248,20241006T170045,371,270,110,55,48,32
71072,1,43,1023,2029152,A0290DE6,20240924T170000,755686367697924895318789,20241006T080001,20241006T170819,348,220,93,41,39,33
71072,1,435,1511,2278983,A600A0C1,20240926T143500,028313146197665556782267,20241006T080001,20241006T171037,341,248,112,47,44,28
71072,1,437,1414,2304982,17177152,20240927T113300,341545687835608260429146,20241006T080001,20241006T170704,447,250,101,55,52,21
71072,1,441,1414,2307642,17177152,20240927T114100,179828922318381529917385,20241006T080001,20241006T170711,232,128,54,27,14,19
71072,1,446,1414,2307320,17177152,20240927T114500,907101203591399226927038,20241006T080001,20241006T170618,240,145,62,34,25,14
71072,1,448,1570,2031784,AE759C3E,20240927T161200,826393341546385298305372,20241006T080001,20241006T171555,315,225,112,34,44,20
71072,1,45,1023,2031662,A0290DE6,20240924T170900,927303757814728506981508,20241006T080001,20241006T170732,349,212,109,26,39,20
71072,1,451,1570,2032639,AE759C3E,20240927T161700,634474458827543178501046,20241006T080144,20241006T171516,314,229,107,31,60,17
71072,1,453,1228,1783837,5F47F44F,20240926T085800,684979729305081609166565,20241006T080001,20241006T170349,268,169,78,23,36,18
71072,1,458,1511,2305695,A600A0C1,20240926T144000,583969172853969347275761,20241006T080001,20241006T171028,339,253,109,44,58,24
71072,1,460,1066,2010110,C8342E97,20240925T174900,169727946363415027869432,20241006T080001,20241006T170439,364,257,104,47,58,29
71072,1,464,1589,2271437,C5CF83D2,20240927T133000,038414254583302103317885,20241006T080001,20241006T171307,317,246,121,34,41,28
71072,1,466,1589,2271497,C5CF83D2,20240927T133600,624373067042315267335278,20241006T080001,20241006T171144,324,214,115,38,25,22
71072,1,467,1228,1785469,5F47F44F,20240925T192400,543565092091482621934853,20241006T080001,20241006T170700,264,184,80,32,35,17
71072,1,469,1589,2252879,C5CF83D2,20240927T134000,947505711374304845715713,20241006T080001,20241006T171130,319,225,124,35,25,25
71072,1,47,1023,2027500,A0290DE6,20240924T172100,765787811498181611499922,20241006T080019,20241006T170809,347,230,98,42,50,24
71072,1,470,1171,2307196,E2B9EF4D,20240924T145000,987909836038277829348835,20241006T080001,20241006T170625,260,192,77,37,38,24
71072,1,471,1589,2260610,C5CF83D2,20240927T134500,583969540938292480731077,20241006T080001,20241006T171206,317,220,115,30,33,25
71072,1,473,1228,1650343,5F47F44F,20240925T193500,664777846403768393838288,20241006T080001,20241006T170403,266,183,77,39,38,11
71072,1,474,1589,2299675,C5CF83D2,20240927T134900,442555732024430016190495,20241006T080001,20241006T171459,320,236,129,36,34,24
71072,1,478,1228,1653816,5F47F44F,20240925T194400,351646088972475538645654,20241006T080001,20241006T170431,261,167,72,30,39,9
71072,1,479,1589,2271635,C5CF83D2,20240927T135600,482959328628356872951778,20241006T080002,20241006T171142,317,214,114,37,28,20
71072,1,48,1023,2010068,A0290DE6,20240924T172600,957606116217720259434060,20241006T080001,20241006T170755,350,225,95,31,57,26
71072,1,490,1589,2259128,C5CF83D2,20240927T140000,301141299910417297301432,20241006T080001,20241006T171419,321,225,128,31,32,22
71072,1,494,1465,2309695,82FB2F5F,20240926T111100,573868006302425784965611,20241006T080001,20241006T170353,378,262,115,54,45,19
71072,1,5,1015,2030549,26FF0884,20240926T110100,715282268297474997133418,20241006T080001,20241006T171347,332,214,86,39,52,19
71072,1,504,1589,2258897,C5CF83D2,20240927T140500,482959372528943411195311,20241006T080001,20241006T171218,319,213,128,30,23,17
71072,1,506,1465,2313278,82FB2F5F,20240926T111400,715282821116770934541322,20241006T080001,20241006T170324,381,251,119,47,42,26
71072,1,509,1562,2312668,A0290DE6,20240925T082900,412252858963522281376485,20241006T080001,20241006T171042,301,181,81,23,33,30
71072,1,510,1210,1835658,5F47F44F,20240925T134400,765787288813229205049722,20241006T080001,20241006T170738,316,183,101,21,36,12
71072,1,511,1511,2305220,A600A0C1,20240926T144700,149525773409018415539096,20241006T080001,20241006T171059,340,245,120,30,51,30
71072,1,512,1465,2313281,82FB2F5F,20240926T111900,634474375108040367336672,20241006T080001,20241006T170327,375,283,131,46,55,24
71072,1,513,1210,1845427,5F47F44F,20240925T135400,442555291181996471262005,20241006T080001,20241006T171018,327,221,99,30,47,19
71072,1,514,1562,2310280,A0290DE6,20240925T083500,674878631989598855689594,20241006T080001,20241006T170316,298,202,81,36,45,24
71072,1,515,1511,2275031,A600A0C1,20240926T145200,755686827170368719705007,20241006T080001,20241006T171210,343,265,116,39,67,23
71072,1,518,1562,2302304,A0290DE6,20240925T083900,442555845866642487281627,20241006T080001,20241006T170244,307,222,106,31,42,25
71072,1,519,1210,1762073,5F47F44F,20240925T140300,674878181304814651086580,20241006T080449,20241006T170733,326,218,107,37,35,17
71072,1,521,1562,2302296,A0290DE6,20240925T084400,583969288280523389812069,20241006T080058,20241006T170240,301,207,94,34,39,28
71072,1,523,1210,1839570,5F47F44F,20240925T141400,240535161561542802722101,20241006T080001,20241006T170828,320,167,79,24,29,14
71072,1,526,1325,2030532,B9D3EB1B,20240925T203800,331444587072728523600494,20241006T080153,20241006T170602,363,243,106,44,43,24
71072,1,527,1562,2298301,A0290DE6,20240925T085700,402151767362641568453428,20241006T080001,20241006T170318,300,167,81,25,30,21
71072,1,528,1562,2252861,A0290DE6,20240925T090100,967707433218441730861378,20241006T080001,20241006T170313,300,196,89,31,41,23
71072,1,56,1040,2311841,82FB2F5F,20240925T151700,402151410885028063302889,20241006T080001,20241006T170638,394,261,106,48,58,23
71072,1,57,1040,2305925,82FB2F5F,20240925T152100,452656575990747875574608,20241006T080001,20241006T170541,381,254,104,44,58,23
71072,1,65,1040,2298480,82FB2F5F,20240925T155500,452656426490294525809953,20241006T080001,20241006T170624,374,244,99,40,63,19
71072,1,67,1040,2298342,82FB2F5F,20240925T160400,856696047130284580454211,20241006T080002,20241006T170536,375,244,119,43,38,21
71072,1,71,1058,1782925,0CB89ADC,20240925T091800,381949983213441092443504,20241006T080001,20241006T170659,382,250,111,43,48,25
71072,1,73,1058,1839748,0CB89ADC,20240925T094600,169727986091353450128585,20241006T080001,20241006T170341,380,231,108,45,39,23
71072,1,75,1058,1819335,0CB89ADC,20240925T100500,068717106281901624679294,20241006T080001,20241006T170615,377,218,95,41,41,20
71072,1,77,1058,1785672,0CB89ADC,20240925T102300,159626414390036228099275,20241006T080021,20241006T170613,372,245,112,43,51,15
71072,1,79,1058,1784982,0CB89ADC,20240925T104600,220333707397495221645568,20241006T080001,20241006T170733,378,241,118,47,38,21
71072,1,81,1058,1757723,0CB89ADC,20240925T111800,604171273435859176210774,20241006T080001,20241006T170826,376,234,94,37,52,22
71072,1,89,1066,2032595,C8342E97,20240925T142800,291040847776964014769133,20241006T080001,20241006T170108,356,235,96,42,44,29
71072,1,9,1015,2027396,26FF0884,20240926T112100,018212007827953702227286,20241006T080001,20241006T171426,331,218,90,44,44,27
71072,1,90,1066,2031832,C8342E97,20241005T132000,169727798363021154331178,20241006T080001,20241006T170219,359,236,107,52,38,19
71072,1,93,1066,2009623,C8342E97,20240925T145400,594070554906252930177005,20241006T080001,20241006T170907,361,232,101,38,43,36
71072,1,94,1066,2031531,C8342E97,20240925T145900,725383790919737888804099,20241006T080001,20241006T170429,373,246,103,43,54,26
71072,1,95,1066,2029745,C8342E97,20240925T150400,614272792008931071471576,20241006T080244,20241006T170508,362,229,94,48,52,21
71072,1,97,1066,2031344,C8342E97,20240925T171300,088919486955649219205773,20241006T080353,20241006T170354,358,233,99,50,41,30
71072,2,153,1104,2010641,1DEA421F,20240926T082000,220344994654790016202948,20241006T080001,20241006T170140,386,270,118,54,60,19
71072,2,154,1104,2032383,1DEA421F,20240926T082300,018223890633794069041724,20241006T080001,20241006T170114,387,260,128,39,52,16
71072,2,156,1104,2029927,1DEA421F,20240926T083100,897011995821624389484301,20241006T080001,20241006T170459,391,270,109,48,55,32
71072,2,158,1104,2032605,1DEA421F,20240926T083800,442566760076667464082274,20241006T080001,20241006T170509,387,265,114,48,51,28
71072,2,160,1104,2031553,1DEA421F,20240926T085200,513273022883493156439519,20241006T080001,20241006T170256,384,256,117,44,48,21
71072,2,162,1104,2030456,1DEA421F,20240926T090100,735495466105302298924415,20241006T080001,20241006T170441,388,264,131,34,52,21
71072,2,164,1104,2032656,1DEA421F,20240926T090800,462768416678529763911689,20241006T080508,20241006T170730,386,257,124,37,43,30
71072,2,166,1104,2030286,1DEA421F,20240926T091600,230445403055244750133202,20241006T080001,20241006T170324,385,269,126,43,56,25
71072,2,168,1104,2031742,AD563EE8,20240929T110100,594081593038626502245210,20241006T080001,20241006T170615,387,263,124,31,61,22
71072,2,170,1104,2025544,1DEA421F,20240926T093400,967718549628010252499121,20241006T080001,20241006T170601,387,262,111,44,68,22
71072,2,172,1104,2028884,1DEA421F,20240926T094200,957617758727957599888923,20241006T080001,20241006T170709,385,275,111,44,69,27
71072,2,180,1600,1823819,FFEAB3D3,20240929T091600,735495383571010394614318,20241006T080001,20241006T170239,258,151,67,30,30,12
71072,2,184,1600,1822779,FFEAB3D3,20240929T094900,624384717460386751994493,20241006T080001,20241006T170229,256,145,60,25,32,19
71072,2,250,1155,2031718,1DEA421F,20240926T101400,462768993878415257219148,20241006T080001,20241006T170423,311,207,85,50,31,23
71072,2,254,1155,2031924,1DEA421F,20240926T103900,573879543889052966226331,20241006T080001,20241006T170518,306,205,83,46,39,16
71072,2,330,1201,2031322,499ABC20,20240924T150600,563778047759938222968675,20241006T080001,20241006T170409,382,264,112,46,58,31
71072,2,338,1201,2032116,499ABC20,20240924T154300,129334485315643643474890,20241006T080001,20241006T170359,382,286,130,38,66,36
71072,2,34,1023,2314787,74D31673,20240926T084200,351657002127241934975831,20241006T080001,20241006T170306,382,263,107,44,67,30
71072,2,359,1031,1822499,91E2F077,20240928T145400,775899389080701538581003,20241006T080001,20241006T170201,241,172,70,34,42,14
71072,2,362,1236,1677941,91E2F077,20240929T082200,583980496561562512208089,20241006T080752,20241006T170123,382,276,130,52,55,20
71072,2,371,1252,2314881,AD563EE8,20240927T165500,907112772969033069012562,20241006T080125,20241006T170131,389,282,120,45,51,47
71072,2,376,1236,1665953,91E2F077,20240929T083100,280950703531289449302692,20241006T080001,20241006T170341,374,259,125,52,44,14
71072,2,393,1236,1667225,91E2F077,20240929T084000,008122236103025915121623,20241006T080001,20241006T170328,380,272,130,47,55,21
71072,2,404,1236,1665569,91E2F077,20240929T084800,068728865009647051968191,20241006T080001,20241006T170155,375,265,120,44,58,26
71072,2,407,1430,2031403,8B8FD36C,20240925T102000,371859505257040556762448,20241006T080001,20241006T170234,385,271,110,56,53,31
71072,2,418,1430,2032397,8B8FD36C,20240925T102400,624384931482570550834506,20241006T080001,20241006T170530,385,286,132,50,51,25
71072,2,424,1430,2031645,8B8FD36C,20240925T102900,563778504776862191330671,20241006T080651,20241006T170407,382,276,114,57,65,24
71072,2,436,1430,2029901,8B8FD36C,20240925T103700,917213148411165251255442,20241006T080001,20241006T170409,386,273,129,38,51,29
71072,2,439,1066,1823998,FFEAB3D3,20240928T094800,402162968838000531276976,20241006T080053,20241006T170203,340,224,92,42,49,25
71072,2,441,1252,2315164,AD563EE8,20240927T171200,735495487752408082153130,20241006T080001,20241006T170348,474,341,139,41,95,45
71072,2,452,1252,2255536,AD563EE8,20240927T171500,573879501136452892913437,20241006T081004,20241006T170822,393,308,128,47,67,50
71072,2,46,1023,2314963,74D31673,20240926T092300,351657297727249635886776,20241006T080001,20241006T170029,381,265,111,34,61,39
71072,2,50,1023,2255310,74D31673,20240926T093800,755697103967081014371793,20241006T080001,20241006T170058,387,261,110,49,53,33
